Country,Region,Province,City,Successful_Attack,Suicide_Attack,Attack_Type,Target_Type,Target_Subtype,Corporation,Target,Target_Nationality,Terrorist_Group,Weapon_Type,Kill_Count,Terrorists_Killed,People_Injured,Terrorist_Injured,Property_Damaged,Hostage_Kidnapped,ransom,Hostage_Recovered,International_Attack,Death_Category,Death
Colombia,'South America','Valle del Cauca',Palmira,1,0,Assassination,Business,?,Unknown,businessmen,Colombia,Unknown,Firearms,4,0,0,0,0,0,0,0,0,Low,yes
Bangladesh,'South Asia',Sylhet,Sylhet,1,0,'Armed Assault','Private Citizens & Property','Laborer (General)/Occupation Identified',Unknown,'Group of woodcutters',Bangladesh,'Shanti Bahini - Peace Force',Firearms,2,0,0,0,0,0,0,0,0,Low,yes
Yemen,'Middle East & North Africa','Amanat Al Asimah',Sanaa,1,0,'Armed Assault','Government (Diplomatic)',Embassy/Consulate,'British Embassy','The British Embassy','Great Britain','Al-Qaida in the Arabian Peninsula (AQAP)',Explosives,3,0,0,0,1,0,0,0,1,Low,yes
Algeria,'Middle East & North Africa','Sidi Bel Abbes','Sidi Bel Abbes',1,0,Assassination,'Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,'U/I civilian',?,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Diyala,Husseiniyah,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Iraq,Unknown,Explosives,2,0,10,0,1,0,0,0,0,Low,yes
Philippines,'Southeast Asia',Pangasinan,Pangaoan,1,0,Assassination,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Government of Pangaoa','Former Chair: Renato Oril',Philippines,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Arbil,Ankawah,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally','U/I opposition group','groups HQs',Iraq,Unknown,Explosives,1,0,3,0,1,0,0,0,0,Low,yes
Pakistan,'South Asia',Punjab,Sohawa,1,0,Bombing/Explosion,Transportation,'Train/Train Tracks/Trolley',Unk,Train,Pakistan,Unknown,Explosives,5,0,8,0,1,0,0,0,0,Low,yes
Yemen,'Middle East & North Africa',Hadramawt,Unknown,1,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)','Yemeni Army',Soldiers,Yemen,'Al-Qaida in the Arabian Peninsula (AQAP)',Firearms,2,0,0,0,1,0,0,0,1,Low,yes
Somalia,'Sub-Saharan Africa',Unknown,Unknown,1,0,Assassination,Military,'Military Personnel (soldiers  troops  officers  forces)',Military,'Mohammed Abdi Osman Ahmed *',Somalia,'United Somali Congress',Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa','Al Anbar',Unknown,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy','Iraqi Army','Joint Convoy',Iraq,'Islamic State of Iraq and the Levant (ISIL)',Firearms,4,4,5,1,0,0,0,0,1,Low,yes
Afghanistan,'South Asia',Badghis,'Muqur district',1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Afghan National Army (ANA)',Patrol,Afghanistan,Unknown,Explosives,3,0,4,0,0,0,0,0,0,Low,yes
'El Salvador','Central America & Caribbean','San Salvador','San Salvador',1,0,Assassination,'Government (General)','Government Personnel (excluding police  military)','Unitary Sindical Federation of El Salvador','Julio Cesar Castro  former secretary general','El Salvador',Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Kenya,'Sub-Saharan Africa',Nairobi,Nairobi,1,1,Bombing/Explosion,'Government (Diplomatic)',Embassy/Consulate,'U.S. Department of State','United States Embassy in Nairobi  Kenya','United States',Al-Qaida,Explosives,224,1,4000,0,1,0,0,0,1,High,yes
Sudan,'Sub-Saharan Africa','South Darfur',Gereida,1,0,'Armed Assault','Private Citizens & Property',Student,'Not Applicable',Students,Sudan,Unknown,Firearms,1,0,5,0,0,0,0,0,0,Low,yes
'Sri Lanka','South Asia',Northern,Jaffna,1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Truck in convoy',?,?,Unknown,Explosives,7,0,0,0,1,0,0,0,0,Medium,yes
Iraq,'Middle East & North Africa',Kirkuk,Kirkuk,0,0,Assassination,'Government (General)',Judge/Attorney/Court,Judge,Judge,Iraq,Unknown,Explosives,2,0,3,0,1,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Diyala,Hadid,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Iraq,Unknown,Explosives,5,0,9,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Kunar,Asmar,1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,Civilians,Afghanistan,Taliban,Firearms,5,0,0,0,-9,0,0,0,0,Low,yes
Philippines,'Southeast Asia',Unknown,'San Agustin',1,0,'Armed Assault',Military,'Military Barracks/Base/Headquarters/Checkpost',Military,'command post',Philippines,'New People s Army (NPA)',Firearms,3,0,26,0,1,0,0,0,0,Low,yes
India,'South Asia',Chhattisgarh,Unknown,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Named Civilian','Not Applicable','Civilian: Madakam Tirupati',India,'Communist Party of India - Maoist (CPI-Maoist)',Unknown,1,0,0,0,0,1,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,1,0,7,0,-9,0,0,0,1,Low,yes
Colombia,'South America',Cundinamarca,Siberia,1,0,Unknown,'Private Citizens & Property',Village/City/Town/Suburb,Unknown,town,Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Unknown,1,0,0,0,1,0,0,0,0,Low,yes
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,'Armed Assault',Police,'Police Security Forces/Officers','Prison Officer','John McTier  33  Protestant','Northern Ireland','Irish Republican Army (IRA)',Firearms,1,0,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Kirkuk,Rashad,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Government of Rashad','Local Council Building',Iraq,Unknown,Explosives,2,0,0,0,1,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa','Al Anbar',Ramadi,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,'Al-Ramadi Market',Market,Iraq,Unknown,Explosives,4,0,6,0,-9,0,0,0,0,Low,yes
Pakistan,'South Asia',Sindh,Karachi,1,0,Assassination,'Private Citizens & Property','Political Party Member/Rally','Awami National Party (ANP)','Senior worker: Din Mohammed Wazir-Mehsud',Pakistan,Unknown,Firearms,1,0,2,0,1,0,0,0,0,Low,yes
Syria,'Middle East & North Africa',Aleppo,Aleppo,1,0,Assassination,'Government (General)','Government Personnel (excluding police  military)','Baath Party of Govt','Official  Mohammed Qarsitah',Syria,'Muslim Brotherhood',Unknown,1,0,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Saladin,'Ayn al-Furs',1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Iraqi Police Service (IPS)',Officers,Iraq,Unknown,Explosives,1,0,3,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Farah,Farah,1,0,'Hostage Taking (Kidnapping)',Police,'Police Security Forces/Officers','Afghan Police','Anti-Terrorism Police Chief: Colonel Fazal Ahmad',Afghanistan,Unknown,Firearms,1,0,0,0,0,1,0,0,0,Low,yes
Afghanistan,'South Asia',Kunduz,'Aq Tapa',1,1,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,Civilians,Afghanistan,Taliban,Explosives,1,1,4,0,-9,0,0,0,0,Low,yes
Algeria,'Middle East & North Africa',Jijel,'Sidi Abdelaziz',1,0,Unknown,'Private Citizens & Property',Village/City/Town/Suburb,Unknown,village,Algeria,'Islamist extremists',Unknown,36,0,0,0,1,0,0,0,0,Medium,yes
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,Assassination,'Private Citizens & Property','Religion Identified',Unknown,'David McClenaghan  15  Catholic','Northern Ireland','Protestant extremists',Firearms,1,0,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa','Al Anbar',Tharthar,1,1,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost','Iraqi Armed Forces',Base,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,4,2,6,0,-9,0,0,0,1,Low,yes
Nigeria,'Sub-Saharan Africa',Kano,Kano,1,1,Bombing/Explosion,Transportation,'Bus Station/Stop',Unknown,'Bus Station',Nigeria,'Boko Haram',Explosives,14,2,0,0,1,0,0,0,0,Medium,yes
Pakistan,'South Asia',Sindh,Karachi,1,0,Assassination,Police,'Police Security Forces/Officers',police,'u/i police constable  30',Pakistan,Unknown,Firearms,1,0,1,0,0,0,0,0,0,Low,yes
India,'South Asia','Jammu and Kashmir','Kupwara District',1,0,'Armed Assault',Police,'Police Security Forces/Officers',Police,unit,India,'Pakistani trained terrorists',Firearms,12,0,0,0,1,0,0,0,1,Medium,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,'4 000 Market',Market,Iraq,Unknown,Explosives,2,0,8,0,-9,0,0,0,0,Low,yes
Egypt,'Middle East & North Africa','Al Sharqia',Salihiyah,1,0,'Armed Assault',Military,'Military Transportation/Vehicle (excluding convoys)','Egyptian Army',Vehicle,Egypt,Unknown,Firearms,2,0,2,0,1,0,0,0,0,Low,yes
Nicaragua,'Central America & Caribbean','Nueva Segovia','Quilali district',1,0,Assassination,'Government (General)','Government Personnel (excluding police  military)','Govt health brigade','Juana Cruz Centeno  volunteer',Nicaragua,'Anti-Communist Patriotic Front',Firearms,1,0,0,0,0,0,0,0,0,Low,yes
India,'South Asia',Odisha,Keriaguda,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Alleged Informant','Not Applicable','Suspected Informants: Jaga Kabasi  Jaga Sodhi',India,Maoists,Firearms,2,0,0,0,0,1,0,0,0,Low,yes
Afghanistan,'South Asia',Farah,Kinisk,1,0,'Armed Assault',Military,NATO,'North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF)','United States Soldiers',International,Taliban,Firearms,3,1,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa','Al Anbar',Hadithah,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy','Multi-National Force – Iraq (MNF-I)','United States soldiers on patrol in Hadithah',International,Unknown,Explosives,4,0,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Saladin,Tarmiyah,1,0,Bombing/Explosion,'Private Citizens & Property','Religion Identified','Not Applicable','Shia Pilgrims',Iraq,Unknown,Explosives,2,2,0,0,0,0,0,0,0,Low,yes
Philippines,'Southeast Asia',Unknown,Rosario,1,0,'Armed Assault',Business,Mining,'Hope Mining Corp.','Mining Co.',Philippines,'New People s Army (NPA)',Firearms,12,0,3,0,1,0,0,0,0,Medium,yes
Guatemala,'Central America & Caribbean','San Marcos','San Marcos',1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'Military Unit',Guatemala,Unknown,Firearms,18,0,0,0,1,0,0,0,0,Medium,yes
Sudan,'Sub-Saharan Africa',Khartoum,Omdurman,1,0,'Armed Assault','Religious Figures/Institutions','Place of Worship','Moslem Religion',Mosque,Sudan,Unknown,Firearms,16,0,20,0,1,0,0,0,0,Medium,yes
Ukraine,'Eastern Europe',Luhansk,Luhansk,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'Food Store',Ukraine,Unknown,Explosives,1,0,5,0,-9,0,0,0,0,Low,yes
Pakistan,'South Asia',Punjab,Lahore,1,0,'Armed Assault','Religious Figures/Institutions','Place of Worship','Sunni Muslim',Mosque,Pakistan,Unknown,Firearms,2,0,5,0,1,0,0,0,0,Low,yes
Egypt,'Middle East & North Africa',Sohag,Sohag,1,0,'Armed Assault',Police,'Police Security Forces/Officers','Egyptian National Police (ENP)',Officer,Egypt,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
'South Africa','Sub-Saharan Africa',KwaZulu-Natal,Basamlilo,1,0,Assassination,'Private Citizens & Property','Political Party Member/Rally','National Freedom Party (NFP)','Leader: Phositshe Mbatha','South Africa',Unknown,Firearms,1,0,1,0,0,0,0,0,0,Low,yes
Somalia,'Sub-Saharan Africa','Lower Shebelle',Afgoye,1,0,'Armed Assault','Government (General)','Government Personnel (excluding police  military)','Somali Ministry of Finance','Tax Collector',Somalia,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Algeria,'Middle East & North Africa',Tiaret,Essedra,1,0,'Armed Assault','Private Citizens & Property',Farmer,Civilians,'A group of shepherds at Essedra',Algeria,Unknown,Melee,3,0,0,0,0,0,0,0,0,Low,yes
Pakistan,'South Asia',Balochistan,Mach,1,0,Bombing/Explosion,Business,Mining,Unknown,'A coal mine',Pakistan,Unknown,Explosives,1,0,0,0,-9,0,0,0,0,Low,yes
'El Salvador','Central America & Caribbean','Santa Ana','Santa Ana',1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',military,'military patrol','El Salvador',Unknown,Firearms,9,0,0,0,1,0,0,0,0,Medium,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,1,Bombing/Explosion,Business,Hotel/Resort,'Ishtar Sheraton Hotel',Hotel,Iraq,Unknown,Explosives,15,1,26,0,1,0,0,0,0,Medium,yes
Algeria,'Middle East & North Africa','Berber (Province)',Tamda,1,0,'Armed Assault',Police,'Police Security Forces/Officers','Algerian Police','Police officer at bar',Algeria,'Salafist Group for Preaching and Fighting (GSPC)',Firearms,1,0,2,0,-9,0,0,0,0,Low,yes
'Sri Lanka','South Asia',Eastern,Trincomalee,1,0,'Armed Assault',Military,'Military Transportation/Vehicle (excluding convoys)',Military,'Military Vehicle','Sri Lanka','Liberation Tigers of Tamil Eelam (LTTE)',Firearms,2,0,0,0,1,0,0,0,0,Low,yes
Bangladesh,'South Asia',Rajshahi,Bera,1,0,'Armed Assault','Terrorists/Non-State Militia',Terrorist,'Purba Banglar Communist Party','A regional leader of the Purba Banglar Communist Party (PBCP)-Sarbahara faction  Rafique (Chalak Rafique)',Bangladesh,'Purbo Banglar Communist Party',Firearms,1,1,0,0,0,0,0,0,0,Low,yes
'El Salvador','Central America & Caribbean',Unknown,Unknown,1,0,Unknown,'Educational Institution',Teacher/Professor/Instructor,unk,teacher,'El Salvador','Union Guerrera Blanca (UGB)',Unknown,1,0,0,0,0,0,0,0,0,Low,yes
Lebanon,'Middle East & North Africa',North,Tripoli,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally',Unknown,'offices of anti-Syrian party (october 24 movement)',Lebanon,Unknown,Explosives,1,0,19,0,1,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Saladin,'Albu Nemir',1,0,'Armed Assault','Terrorists/Non-State Militia','Non-State Militia','Sahwa Council',Checkpoint,Iraq,'Al-Qaida in Iraq',Firearms,2,0,1,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Diyala,Baqubah,1,0,'Armed Assault','Private Citizens & Property','Laborer (General)/Occupation Identified',Unknown,'truck drivers',Iraq,Unknown,Firearms,2,0,1,0,0,0,0,0,0,Low,yes
Burundi,'Sub-Saharan Africa',Bururi,Munini,1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified',Civilians,'Civilians in Munini  Burundi',Burundi,Unknown,Firearms,24,0,0,0,1,0,0,0,0,Medium,yes
Nicaragua,'Central America & Caribbean','Atlantico Norte',Unknown,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'Military Unit',Nicaragua,Contras,Firearms,75,0,0,0,1,0,0,0,0,High,yes
Pakistan,'South Asia',Sindh,Karachi,1,0,Bombing/Explosion,Business,Industrial/Textiles/Factory,Unknown,'Lumber Warehouse',Pakistan,Unknown,Explosives,1,0,3,0,1,0,0,0,0,Low,yes
Afghanistan,'South Asia',Ghor,'Taywara district',1,0,'Armed Assault','Private Citizens & Property',Village/City/Town/Suburb,Unknown,Village,Afghanistan,Taliban,Firearms,2,2,2,1,0,0,0,0,0,Low,yes
Somalia,'Sub-Saharan Africa',Hiiraan,Beledweyne,1,0,'Armed Assault',Military,?,'German military','fuel depot  HQ German forces',Germany,Unknown,Firearms,1,0,0,0,1,0,0,0,1,Low,yes
Somalia,'Sub-Saharan Africa',Hiiraan,Beledweyne,1,0,Bombing/Explosion,Transportation,'Bridge/Car Tunnel',Unknown,'Assailants targeted a bridge guarded by Islamic Courts Union soldiers.',Somalia,Unknown,Explosives,1,0,3,0,-9,0,0,0,0,Low,yes
Nicaragua,'Central America & Caribbean',Chinandega,'Rio Escondido',1,0,'Armed Assault',Maritime,?,Unknown,boat,Nicaragua,'Nicaraguan Resistance',Firearms,2,0,27,0,1,0,0,0,0,Low,yes
Ukraine,'Eastern Europe',Donetsk,Donetsk,1,0,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost','Armed Forces of Ukraine','Donetsk Sergey Prokofiev International Airport',Ukraine,Unknown,Explosives,1,0,1,1,-9,0,0,0,0,Low,yes
Somalia,'Sub-Saharan Africa',Hiiraan,Beledweyne,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)',government,'Governor Yusuf Ahmed Hagar.',Somalia,Unknown,Explosives,1,0,0,0,-9,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,Business,?,Civilians,'Civilians in Baghdad',Iraq,Unknown,Explosives,2,0,2,0,0,0,0,0,0,Low,yes
Syria,'Middle East & North Africa',Aleppo,Aleppo,1,0,Bombing/Explosion,'Private Citizens & Property',Village/City/Town/Suburb,'Al-Siryian Area',Area,Syria,'Al-Nusrah Front',Explosives,1,0,8,0,1,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,1,Bombing/Explosion,Police,'Police Security Forces/Officers','Iraqi Police Service (IPS)',Unknown,Iraq,Unknown,Explosives,13,1,12,0,-9,0,0,0,0,Medium,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Iraqi Islamic Party','The headquarters of the Iraqi Islamic Party',Iraq,Unknown,Explosives,2,0,15,0,1,0,0,0,0,Low,yes
Syria,'Middle East & North Africa',Aleppo,Aleppo,1,1,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost','Syrian Army',Outpost,Syria,'Al-Nusrah Front',Explosives,26,1,0,0,0,0,0,0,0,Medium,yes
Philippines,'Southeast Asia',Iloilo,Calinog,1,0,'Armed Assault',Military,'Military Aircraft',Unknown,'Troop ferrying helicopter',Philippines,'New People s Army (NPA)',Firearms,3,0,0,0,1,0,0,0,0,Low,yes
Turkey,'Middle East & North Africa',Adiyaman,Camlica,1,0,'Armed Assault','Terrorists/Non-State Militia','Non-State Militia','Turkish Village Guards','Village Guard: Yusuf Sonmez',Turkey,'Kurdistan Workers  Party (PKK)',Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Philippines,'Southeast Asia','Negros Oriental',Guihulngan,1,0,'Armed Assault','Government (General)','Government Personnel (excluding police  military)','Department of Education','Administrative Officer: Oscar Solania Asildo Jr.',Philippines,'New People s Army (NPA)',Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Chile,'South America',Araucania,Temuco,1,0,Bombing/Explosion,Utilities,Electricity,'Electrical Co.','Power Line Pole',Chile,'Manuel Rodriguez Patriotic Front (FPMR)',Explosives,2,0,0,0,1,0,0,0,0,Low,yes
India,'South Asia',Unknown,Keygam,1,0,Assassination,'Violent Political Party','Party Official/Candidate/Other Personnel','Communist Party of India (CPI)','Local Leader: Abdus Sattar Ranjoor',India,'Jammu and Kashmir Liberation Front',Firearms,1,0,0,0,0,0,0,0,1,Low,yes
Pakistan,'South Asia',Sindh,Karachi,1,0,'Facility/Infrastructure Attack',Transportation,'Bus (excluding tourists)',Unknown,Minibus,Pakistan,'Mohajir National Movement',Incendiary,1,0,0,0,1,0,0,0,0,Low,yes
Pakistan,'South Asia',Balochistan,Quetta,1,0,Bombing/Explosion,Transportation,'Bus (excluding tourists)','Pakistan Bus System','Bus in Quetta',Pakistan,Unknown,Explosives,2,0,18,0,0,0,0,0,0,Low,yes
Nigeria,'Sub-Saharan Africa',Rivers,Ekulama,1,0,'Armed Assault',Maritime,'Civilian Maritime',Unknown,'local chiefs',Nigeria,Unknown,Firearms,12,0,0,0,-9,0,0,0,0,Medium,yes
Turkey,'Middle East & North Africa',Ankara,Ankara,1,0,'Armed Assault','Private Citizens & Property',Student,Unk,'Unk  Student',Turkey,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Colombia,'South America',Cesar,Curumani,1,0,Assassination,'Government (General)','Politician or Political Party Movement/Meeting/Rally',Govt,'Councilor Roger Cervantes Padilla',Colombia,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Egypt,'Middle East & North Africa',Giza,Giza,1,0,Assassination,'Government (General)','Government Personnel (excluding police  military)','Libyan Ministry of Internal Affairs','Official: General Mohammed Said',Egypt,'Ansar Bayt al-Maqdis (Ansar Jerusalem)',Firearms,1,0,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Diyala,Baqubah,1,0,Bombing/Explosion,'Terrorists/Non-State Militia','Non-State Militia','Sahwa Council','The target of this attack was a member of the anti-Al-Qaeda Sahwa group.',Iraq,Unknown,Explosives,2,0,0,0,1,0,0,0,0,Low,yes
Pakistan,'South Asia','Federally Administered Tribal Areas','Bajaur district',1,0,Bombing/Explosion,'Private Citizens & Property',Village/City/Town/Suburb,Unknown,'A village of civilians',Pakistan,Taliban,Explosives,5,0,0,0,-9,0,0,0,1,Low,yes
